>>Filename:written_encyc_art_Arte y arquitectura africanas.txt
>>Mode:written
>>Register:encyclopedia
>>End header
dan ^vm+ip+3p++++_indicat_present_+dar+
, ^punc++,++++++
kran ^n+++++??+_nodetnp_++
y ^con+coor+++++_gensingcon_+y+
guere ^vm+++++??+++
poro ^nms+com+++++_nodetnp_singn_+poro+
, ^punc++,++++++
que ^que+relat++++!!+_relproque_+que+
representan ^vm+ip+3p++++_indicat_present_+representar+
en ^en++++++_1wrdprep_+en+
sus ^d3cp+pos+++++_prepos_+su+
máscaras ^nfp+com+++++_plurn_+máscara+
a ^en++++++_1wrdprep_+a+
diversos ^jmp++++++_preadj_+diverso+
personajes ^nmp+com+++++_nodetnp_plurn_derivn_+personaje+
relacionados ^vm+ps+0p+pstn+++_preter_+relacionar+
con ^en++++++_1wrdprep_+con+
su ^d3cs+pos+++++_prepos_+su+
asociación ^nfs+com++++!!+_singn_derivn_+asociación+
, ^punc++,++++++
como ^con+sub++++!!+_othsingcon_+como+
el ^lms+def+++++_defart_+el+
juez ^ncs+com+++++_singn_+juez+
, ^punc++,++++++
el ^lms+def+++++_defart_+el+
cantante ^jcs+++++++cantante+
y ^con+coor+++++_gensingcon_+y+
el ^lms+def+++++_defart_+el+
corredor ^nms+com+++++_singn_derivn_+corredor+
. ^punc+sent+.++++++
Formas ^nfp+com+++++_nodetnp_plurn_+forma+
elegantes ^jcp+++++!!+_postadj_+elegante+
, ^punc++,++++++
superficies ^nfp+com+++++_nodetnp_plurn_+superficie+
negras ^jfp+++++!!+_postadj_+negro+
y ^con+coor+++++_gensingcon_+y+
brillantes ^nmp+com++++!!+_nodetnp_plurn_+brillante+
, ^punc++,++++++
y ^con+coor+++++_gensingcon_+y+
complicados ^vm+ps+0p+++!!+_preter_+complicar+
tocados ^vm+ps+0p++++_preter_+tocar+
son ^va+ip+3p++++_vexist_+ser+
sus ^d3cp+pos+++++_prepos_+su+
principales ^nmp+com++++!!+_plurn_+principal+
características ^jfp+++++!!+_postadj_+característico+
. ^punc+sent+.++++++
Cuando ^con+sub++++!!+_othsingcon_+cuando+
las ^lfp+def+++++_defart_+la+
máscaras ^nfp+com+++++_plurn_+máscara+
no ^r++++++_rbother_+no+
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
usaban ^vm+ii+3p++++_indicat_imperf_+usar+
se ^p3cn+per++mtz+++_3pro_mtzse_+él+
guardaban ^vm+ii+3p++++_indicat_imperf_+guardar+
en ^en++++++_1wrdprep_+en+
una ^lfs+ind+++++_indefart_+un+
casa ^nfs+com+++++_singn_+casa+
sagrada ^jfs++++++_postadj_+sagrado+
especial ^jcs+++++++especial+
para ^en++++++_1wrdprep_+para+
ellas ^p3fp+per+++++_3pro_+ella+
bajo ^en+++++!!+_1wrdprep_+bajo+
la ^lfs+def+++++_defart_+la+
protección ^nfs+com+++++_singn_derivn_+protección+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
amo ^nms+com++++!!+_singn_+amo+
o ^con+coor+++++_gensingcon_+o+
maestro ^n00+++++!!+_nodetnp_+maestro+
. ^punc+sent+.++++++
La ^lfs+def+++++_defart_+la+
esposa ^nfs+com+++++_singn_+esposa+
de ^en++++++_1wrdprep_+de+
este ^d3ms+dem++++!!+_predem_+este+
importante ^jcs++++++_preadj_+importante+
personaje ^nms+com+++++_singn_derivn_+personaje+
tiene ^vm+ip+3s++++_indicat_present_+tener+
su ^d3cs+pos+++++_prepos_+su+
propio ^jms+++++!!+_preadj_+propio+
objeto ^nms+com+++++_singn_+objeto+
especial ^jcs++++++_postadj_+especial+
: ^punc+sent+:++++++
una ^lfs+ind+++++_indefart_+un+
cuchara ^nfs+com+++++_singn_+cuchara+
decorada ^vm+ps+0s+pstn+++_preter_+decorar+
que ^que+vcomp++++!!+_vcompque_+que+
enseña ^vm+ip+3s++++_indicat_present_+enseñar+
en ^en++++++_1wrdprep_+en+
las ^lfp+def+++++_defart_+la+
fiestas ^nfp+com+++++_plurn_+fiesta+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
comunidad ^nfs+com++++!!+_singn_derivn_+comunidad+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
Ghana ^n+prop+++++_propn_+ghana+
, ^punc++,++++++
Togo ^n+prop++++??+_propn_+togo+
, ^punc++,++++++
Benín ^n+prop++++??+_propn_+benín+
y ^con+coor+++++_gensingcon_+y+
Nigeria ^n+prop+++++_propn_+nigeria+
, ^punc++,++++++
en ^en++++++_1wrdprep_+en+
las ^lfp+def+++++_defart_+la+
regiones ^nfp+com+++++_plurn_derivn_+región+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
costa ^nfs+com+++++_singn_+costa+
atlántica ^jfs++++++_postadj_+atlántico+
, ^punc++,++++++
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
han ^va+ip+3p++++_indicat_present_perfect_+haber+
encontrado ^vm+ps+0s++++_vment_+encontrar+
algunas ^d3fp+ind++++!!+_quant_+algún+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
mejores ^jmp+++++!!+_preadj_+mejor+
piezas ^nfp+com+++++_plurn_derivn_+pieza+
artísticas ^jfp++++++_postadj_+artístico+
de ^en++++++_1wrdprep_+de+
carácter ^nms+com+++++_nodetnp_singn_+carácter+
aristocrático ^jms++++++_postadj_+aristocrático+
de ^en++++++_1wrdprep_+de+
todo ^d3ms+ind++++!!+_quant_+todo+
África ^jfs+++++++áfrico+
. ^punc+sent+.++++++
Quizá ^r++++++_rbother_+quizá+
el ^lms+def+++++_defart_+el+
más ^r++++++_rbother_+más+
famoso ^jms+++++++famoso+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
reinos ^nmp+com+++++_plurn_+reino+
es ^vm+ip+3s++++_indicat_present_mvser_vexist_+ser+
el ^lms+def+++++_lode_defart_+el+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
dinastía ^nfs+com+++++_singn_+dinastía+
Benín ^n+prop++++??+_propn_+benín+
en ^en++++++_1wrdprep_+en+
Nigeria ^n+prop+++++_propn_+nigeria+
. ^punc+sent+.++++++
La ^lfs+def+++++_defart_+la+
ciudad ^nfs+com+++++_singn_derivn_+ciudad+
regia ^jfs++++++_postadj_+regio+
de ^en++++++_1wrdprep_+de+
Benín ^n+prop++++??+_propn_+benín+
( ^punc++(++++++
no ^r++++++_rbother_+no+
debe ^vm+ip+3s++++_indicat_present_othobligv_+deber+
confundir ^vm+n0+00++++_vinf_+confundir+
se ^p3cn+per++psv++clt+_3pro_clitic_sepsvagntlss_++
con ^en++++++_1wrdprep_+con+
el ^lms+def+++++_defart_+el+
reciente ^jcs+++++++reciente+
y ^con+coor+++++_gensingcon_+y+
vecino ^jms+++++!!+_preadj_+vecino+
país ^nms+com+++++_nodetnp_singn_+país+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
mismo ^p0ms+++++!!++mismo+
nombre ^nms+com+++++_nodetnp_singn_+nombre+
) ^punc++)++++++
tuvo ^vm+is+3s++++_indicat_preter_+tener+
su ^d3cs+pos+++++_prepos_+su+
momento ^nms+com+++++_singn_+momento+
de ^en++++++_1wrdprep_+de+
esplendor ^nms+com+++++_nodetnp_singn_derivn_+esplendor+
en ^en++++++_1wrdprep_+en+
los ^lmp+def+++++_defart_+el+
siglos ^nmp+com+++++_plurn_+siglo+
XVII ^n+prop+++++_propn_+xvii+
y ^con+coor+++++_gensingcon_+y+
XVIII ^n+prop+++++_propn_+xviii+
, ^punc++,++++++
siendo ^va+pp+00++++_vexist_+ser+
comparada ^vm+ps+0s+psv+por++_preter_serpsvpor_+comparar+
por ^en++++++_1wrdprep_+por+
los ^lmp+def+++++_defart_+el+
viajeros ^nmp+com++++!!+_plurn_+viajero+
que ^que+relat++++!!+_relproque_+que+
la ^p3fs+per+++++_3pro_+la+
visitaban ^vm+ii+3p++++_indicat_imperf_+visitar+
con ^en++++++_1wrdprep_+con+
las ^lfp+def+++++_defart_+la+
grandes ^jcp++++++_preadj_+grande+
ciudades ^nfp+com+++++_plurn_derivn_+ciudad+
contemporáneas ^jfp++++++_postadj_+contemporáneo+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
Países ^n+prop+++++_propn_+países+
Bajos ^jmp+++++!!+_postadj_+bajo+
. ^punc+sent+.++++++
El ^lms+def+++++_defart_+el+
palacio ^nms+com++++!!+_singn_+palacio+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
rey ^nms+com++++!!+_singn_+rey+
era ^vm+ii+?s++++_indicat_imperf_mvser_vexist_+ser+
especialmente ^r++++++_rbmente_+especialmente+
impresionante ^jcs++++++_postadj_+impresionante+
. ^punc+sent+.++++++
Todos ^d3mp+ind++++!!+_quant_+todo+
sus ^d3cp+pos+++++_prepos_+su+
muros ^nmp+com+++++_plurn_+muro+
estaban ^va+ii+3p++++_indicat_imperf_vexist_+estar+
recubiertos ^vm+ps+0p+++++recubrir+
con ^en++++++_1wrdprep_+con+
magníficas ^jfp+++++++magnífico+
y ^con+coor+++++_gensingcon_+y+
bellas ^jfp++++++_preadj_+bello+
planchas ^nfp+com+++++_nodetnp_plurn_+plancha+
de ^en++++++_1wrdprep_+de+
bronce ^nms+com+++++_nodetnp_singn_+bronce+
fundido ^jms+++++!!+_postadj_+fundido+
, ^punc++,++++++
de ^en++++++_1wrdprep_+de+
las ^p3fp+rel++++++la+
que ^p3fp"+rel++++++que+
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
decía ^vm+ii+?s++++_indicat_imperf_vcommun_+decir+
que ^que+vcomp++++!!+_vcompque_+que+
brillaban ^vm+ii+3p++++_indicat_imperf_+brillar+
como ^con+sub++++!!+_othsingcon_+como+
el ^lms+def+++++_defart_+el+
oro ^nms+com++++!!+_singn_+oro+
. ^punc+sent+.++++++
Cada ^d0cs+ind+++++_quant_+cada+
uno ^p0ms+ind++++++uno+
de ^en++++++_1wrdprep_+de+
los ^lmp+def+++++_defart_+el+
tres ^mcp+card++++!!++tres+
edificios ^nmp+com+++++_plurn_+edificio+
principales ^jcp+++++!!+_postadj_+principal+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
palacio ^nms+com++++!!+_singn_+palacio+
estaba ^va+ii+?s++++_indicat_imperf_vexist_+estar+
rematado ^vm+ps+0s+++++rematar+
por ^en++++++_1wrdprep_+por+
grandes ^jcp++++++_preadj_+grande+
torretas ^nfp+com+++++_nodetnp_plurn_+torreta+
que ^que+relat++++!!+_relproque_+que+
soportaban ^vm+ii+3p++++_indicat_imperf_+soportar+
gigantescos ^jmp++++++_preadj_+gigantesco+
pájaros ^nmp+com+++++_nodetnp_plurn_+pájaro+
y ^con+coor+++++_gensingcon_+y+
pitones ^nmp+com+++++_nodetnp_plurn_+pitón+
de ^en++++++_1wrdprep_+de+
bronce ^nms+com+++++_nodetnp_singn_+bronce+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
los ^lmp+def+++++_defart_+el+
altares ^nmp+com+++++_plurn_+altar+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
palacio ^nms+com++++!!+_singn_+palacio+
real ^jcs+++++!!+_postadj_+real+
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
desplegaban ^vm+ii+3p++++_indicat_imperf_+desplegar+
cabezas ^nfp+com+++++_nodetnp_plurn_derivn_+cabeza+
conmemorativas ^jfp++++++_postadj_+conmemorativo+
de ^en++++++_1wrdprep_+de+
bronce ^nms+com+++++_nodetnp_singn_+bronce+
, ^punc++,++++++
tanto ^r+++++!!+_rbother_+tanto+
para ^en++++++_1wrdprep_+para+
las ^lfp+def+++++_defart_+la+
fiestas ^nfp+com+++++_plurn_+fiesta+
privadas ^jfp++++++_postadj_+privado+
como ^con+sub++++!!+_othsingcon_+como+
para ^en++++++_1wrdprep_+para+
las ^lfp+def+++++_defart_+la+
oficiales ^nmp+com++++!!+_plurn_+oficial+
. ^punc+sent+.++++++
C ^+++++!!+++
. ^punc+sent+.++++++
Centro ^nms+com+++++_nodetnp_singn_+centro+
, ^punc++,++++++
sur ^nms+com++++!!+_nodetnp_singn_+sur+
y ^con+coor+++++_gensingcon_+y+
este ^d3ms+dem++++!!+_predem_+este+
de ^en++++++_1wrdprep_+de+
África ^jfs+++++++áfrico+
En ^en++++++_1wrdprep_+en+
los ^lmp+def+++++_defart_+el+
espesos ^jmp++++++_preadj_+espeso+
bosques ^nmp+com+++++_plurn_+bosque+
ecuatoriales ^n+++++??+_nodetnp_++
y ^con+coor+++++_gensingcon_+y+
en ^en++++++_1wrdprep_+en+
las ^lfp+def+++++_defart_+la+
áridas ^jfp++++++_preadj_+árido+
regiones ^nfp+com+++++_plurn_derivn_+región+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
sabana ^nfs+com+++++_singn_+sabana+
que ^que+relat++++!!+_relproque_+que+
se ^p3cn+per++psv+por++_3pro_sepsvpor_+él+
extienden ^vm+ip+3p++++_indicat_present_+extender+
por ^en++++++_1wrdprep_+por+
todo ^d3ms+ind++++!!+_quant_+todo+
Gabón ^n+prop++++??+_propn_+gabón+
, ^punc++,++++++
Zaire ^n+prop+++++_propn_+zaire+
y ^con+coor+++++_gensingcon_+y+
países ^nmp+com+++++_nodetnp_plurn_+país+
limítrofes ^j00+++++!!+_postadj_+limítrofes+
a ^en++++++_1wrdprep_+a+
'l ^lms+def+++++_defart_+el+
este ^d3ms+dem++++!!+_predem_+este+
y ^con+coor+++++_gensingcon_+y+
a ^en++++++_1wrdprep_+a+
'l ^lms+def+++++_defart_+el+
sur ^nms+com++++!!+_singn_+sur+
, ^punc++,++++++
destacan ^vm+ip+3p++++_indicat_present_vcommun_+destacar+
aún ^r+++++!!+_rbtime_+aún+
otras ^d3fp+ind++++!!+_quant_+otro+
manifestaciones ^nfp+com+++++_plurn_derivn_+manifestación+
artísticas ^jfp++++++_postadj_+artístico+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
las ^lfp+def+++++_defart_+la+
culturas ^nfp+com+++++_plurn_+cultura+
matriarcal ^n+++++??+_nodetnp_++
es ^vm+ip+3s++++_indicat_present_mvser_vexist_+ser+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
sur ^nms+com++++!!+_singn_+sur+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
República ^n+prop++++!!+_propn_+república+
Democrática ^jfs++++++_postadj_+democrático+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
Congo ^n+prop+++++_propn_+congo+
, ^punc++,++++++
tienen ^vm+ip+3p++++_indicat_present_+tener+
particular ^jcs+++++!!+_preadj_+particular+
importancia ^nfs+com+++++_nodetnp_singn_derivn_+importancia+
la ^lfs+def+++++_defart_+la+
figuras ^nfp+com+++++_plurn_+figura+
femeninas ^jfp++++++_postadj_+femenino+
. ^punc+sent+.++++++
La ^lfs+def+++++_defart_+la+
casa ^nfs+com+++++_singn_+casa+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
jefe ^nms+com+++++_singn_+jefe+
de ^en++++++_1wrdprep_+de+
los ^p3mp+per+++++_3pro_+el+
pende ^vm+ip+3s++++_indicat_present_+pender+
, ^punc++,++++++
por ^r++++++_rbother_+por+
ejemplo ^r"+++++++ejemplo+
, ^punc++,++++++
presenta ^vm+ip+3s++++_indicat_present_+presentar+
a ^r++++++_rbother_+a+
menudo ^r"+++++++menudo+
sobre ^en++++++_1wrdprep_+sobre+
su ^d3cs+pos+++++_prepos_+su+
tejado ^nms+com+++++_singn_+tejado+
una ^lfs+ind+++++_indefart_+un+
imagen ^nfs+com+++++_singn_+imagen+
de ^en++++++_1wrdprep_+de+
mujer ^nfs+com+++++_nodetnp_singn_+mujer+
a ^en++++++_1wrdprep_+a+
escala ^nfs+com+++++_nodetnp_singn_+escala+
natural ^jcs+++++!!+_postadj_+natural+
. ^punc+sent+.++++++
Dicha ^vm+ps+0s++++_preter_vcommun_+decir+
figura ^nfs+com++++!!+_nodetnp_singn_+figura+
sostiene ^vm+ip+3s++++_indicat_present_vcommun_+sostener+
, ^punc++,++++++
a ^en++++++_1wrdprep_+a+
veces ^nfp+com+++++_nodetnp_plurn_+vez+
, ^punc++,++++++
a ^en++++++_1wrdprep_+a+
un ^lms+ind+++++_indefart_+un+
niño ^jms+++++!!++niño+
( ^punc++(++++++
símbolo ^nms+com+++++_nodetnp_singn_+símbolo+
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
línea ^nfs+com+++++_singn_+línea+
familiar ^jcs+++++!!+_postadj_+familiar+
y ^con+coor+++++_gensingcon_+y+
futuros ^nmp+com++++!!+_nodetnp_plurn_+futuro+
herederos ^jmp+++++!!+_postadj_+heredero+
) ^punc++)++++++
y ^con+coor+++++_gensingcon_+y+
a ^en++++++_1wrdprep_+a+
veces ^nfp+com+++++_nodetnp_plurn_+vez+
, ^punc++,++++++
un ^lms+ind+++++_indefart_+un+
hacha ^nfs+com+++++_singn_+hacha+
( ^punc++(++++++
símbolo ^nms+com+++++_nodetnp_singn_+símbolo+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
poder ^nms+com++++!!+_singn_+poder+
. ^punc+sent+.++++++
) ^punc++)++++++
Entre ^en++++++_1wrdprep_+entre+
los ^lmp+def+++++_defart_+el+
primitivos ^nmp+com++++!!+_plurn_+primitivo+
gato ^jms+++++!!+_postadj_+gato+
, ^punc++,++++++
bongo ^n+++++??+_nodetnp_++
y ^con+coor+++++_gensingcon_+y+
konso ^n+++++??+_nodetnp_++
de ^en++++++_1wrdprep_+de+
Sudán ^n+prop+++++_propn_+sudán+
y ^con+coor+++++_gensingcon_+y+
Etiopía ^n+prop+++++_propn_+etiopía+
, ^punc++,++++++
hubo ^vm+is+3s++++_indicat_preter_exhaber_+haber+
la ^lfs+def+++++_defart_+la+
costumbre ^nfs+com+++++_singn_+costumbre+
de ^en++++++_1wrdprep_+de+
instalar ^vm+n0+00+pstn++++instalar+
en ^en++++++_1wrdprep_+en+
lugares ^nmp+com+++++_nodetnp_plurn_+lugar+
destacados ^vm+ps+0p+pstn+++_preter_vcommun_+destacar+
de ^en++++++_1wrdprep_+de+
'l ^lms+def+++++_defart_+el+
poblado ^nms+com++++!!+_singn_+poblado+
figuras ^nfp+com+++++_nodetnp_plurn_+figura+
conmemorativas ^jfp++++++_postadj_+conmemorativo+
de ^en++++++_1wrdprep_+de+
madera ^nfs+com+++++_nodetnp_singn_+madera+
que ^que+relat++++!!+_relproque_+que+
delimitaban ^vm+++++??+++
el ^lms+def+++++_defart_+el+
acceso ^nms+com+++++_singn_+acceso+
a ^en++++++_1wrdprep_+a+
'l ^lms+def+++++_defart_+el+
mismo ^p0ms+++++!!++mismo+
y ^con+coor+++++_gensingcon_+y+
los ^lmp+def+++++_defart_+el+
sepulcros ^n+++++??+++
de ^en++++++_1wrdprep_+de+
sus ^d3cp+pos+++++_prepos_+su+
antecesores ^nmp+com+++++_plurn_+antecesor+
más ^r++++++_rbother_+más+
relevantes ^jcp+++++++relevante+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
muchas ^d0fp+ind++++!!+_quant_+mucho+
otras ^d3fp+ind++++!!+_quant_+otro+
culturas ^nfp+com+++++_plurn_+cultura+
de ^en++++++_1wrdprep_+de+
África ^jfs++++++_preadj_+áfrico+
oriental ^ncs+com++++!!+_nodetnp_singn_+oriental+
, ^punc++,++++++
la ^lfs+def+++++_defart_+la+
escultura ^nfs+com+++++_singn_+escultura+
de ^en++++++_1wrdprep_+de+
tipo ^nms+com+++++_nodetnp_singn_+tipo+
monumental ^jcs++++++_postadj_+monumental+
fue ^vm+is+3s+++!!+_indicat_preter_mvser_vexist_+ser+
menos ^r+++++!!+_rbother_+menos+
frecuente ^vm+sp+?s+++!!+_subjun_present_+frecuentar+
. ^punc+sent+.++++++
En ^con+sub+++++_mltwrdcon_+en+
cambio ^con"+sub++++++cambio+
, ^punc++,++++++
la ^lfs+def+++++_defart_+la+
decoración ^nfs+com+++++_singn_derivn_+decoración+
corporal ^jcs+++++!!+_postadj_+corporal+
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
convirtió ^vm+is+3s++++_indicat_preter_+convertir+
en ^en++++++_1wrdprep_+en+
una ^lfs+ind+++++_indefart_+un+
importante ^jcs++++++_preadj_+importante+
fuente ^nfs+com+++++_singn_+fuente+
de ^en++++++_1wrdprep_+de+
manifestaciones ^nfp+com+++++_nodetnp_plurn_derivn_+manifestación+
artísticas ^jfp++++++_postadj_+artístico+
. ^punc+sent+.++++++
Los ^lmp+def+++++_defart_+el+
masai ^n00+com++++++masai+
de ^en++++++_1wrdprep_+de+
Kenia ^n+prop+++++_propn_+kenia+
y ^con+coor+++++_gensingcon_+y+
los ^lmp+def+++++_defart_+el+
zulú ^ncs+com++++!!+_singn_+zulú+
de ^en++++++_1wrdprep_+de+
Suráfrica ^n+prop+++++_propn_+suráfrica+
destacan ^vm+ip+3p++++_indicat_present_vcommun_+destacar+
sobre ^r++++++_rbother_+sobre+
todo ^r"+++++++todo+
por ^en++++++_1wrdprep_+por+
sus ^d3cp+pos+++++_prepos_+su+
joyas ^nfp+com+++++_plurn_+joya+
. ^punc+sent+.++++++
Las ^lfp+def+++++_defart_+la+
formas ^nfp+com+++++_plurn_+forma+
circulares ^jcp+++++!!+_postadj_+circular+
utilizadas ^vm+ps+0p++++_preter_+utilizar+
por ^en++++++_1wrdprep_+por+
los ^lmp+def+++++_defart_+el+
masai ^n00+com++++++masai+
para ^en++++++_1wrdprep_+para+
sus ^d3cp+pos+++++_prepos_+su+
adornos ^nmp+com+++++_plurn_+adorno+
personales ^jcp++++++_postadj_+personal+
aparecen ^vm+ip+3p++++_indicat_present_+aparecer+
también ^r++++++_rbother_+también+
entre ^en++++++_1wrdprep_+entre+
la ^lfs+def+++++_defart_+la+
tribu ^n00+com++++!!++tribu+
bantú ^jcs++++++_postadj_+bantú+
, ^punc++,++++++
en ^en++++++_1wrdprep_+en+
esta ^d3fs+dem++++!!+_predem_+este+
misma ^d0fs+++++!!++mismo+
zona ^nfs+com+++++_singn_+zona+
. ^punc+sent+.++++++
El ^lms+def+++++_defart_+el+
gran ^jcs++++++_preadj_+gran+
edificio ^nms+com+++++_singn_+edificio+
elíptico ^jms++++++_postadj_+elíptico+
de ^en++++++_1wrdprep_+de+
piedra ^nfs+com+++++_nodetnp_singn_+piedra+
( ^punc++(++++++
c ^+++++!!+++
. ^punc+sent+.++++++
1200 ^n+++++??+_nodetnp_++
) ^punc++)++++++
de ^en++++++_1wrdprep_+de+
la ^lfs+def+++++_defart_+la+
antigua ^jfs++++++_preadj_+antiguo+
cultura ^nfs+com++++!!+_singn_+cultura+
Monomotapa ^n+prop++++??+_propn_+monomotapa+
, ^punc++,++++++
en ^en++++++_1wrdprep_+en+
Zimbabue ^n+prop++++??+_propn_+zimbabue+
, ^punc++,++++++
forma ^nfs+com+++++_nodetnp_singn_+forma+
parte ^nfs+com+++++_nodetnp_singn_+parte+
, ^punc++,++++++
conceptualmente ^r++++++_rbmente_+conceptualmente+
, ^punc++,++++++
de ^en++++++_1wrdprep_+de+
estos ^d3mp+dem++++!!+_predem_+este+
diseños ^nmp+com+++++_plurn_+diseño+
circulares ^jcp+++++!!+_postadj_+circular+
. ^punc+sent+.++++++
V ^n00++++++_nodetnp_+v+
. ^punc+sent+.++++++
ARTE ^nms+com+++++_nodetnp_singn_+arte+
CONTEMPORÁNEO ^n+prop++++!!+_propn_+contemporáneo+
AFRICANO ^jms+++++!!+_postadj_+africano+
Muchas ^d0fp+ind++++!!+_quant_+mucho+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
denominadas ^vm+ps+0p+++!!+_preter_+denominar+
artes ^ncp+com+++++_nodetnp_plurn_+arte+
tradicionales ^jcp++++++_postadj_+tradicional+
de ^en++++++_1wrdprep_+de+
África ^jfs+++++++áfrico+
están ^vm+ip+3p++++_indicat_present_mvestar_vexist_+estar+
todavía ^r++++++_rbtime_+todavía+
en ^en++++++_1wrdprep_+en+
pleno ^jms+++++!!+_preadj_+pleno+
uso ^nms+com+++++_nodetnp_singn_+uso+
y ^con+coor+++++_gensingcon_+y+
vigencia ^nfs+com+++++_nodetnp_singn_derivn_+vigencia+
. ^punc+sent+.++++++
Como ^con+sub++++!!+_othsingcon_+como+
en ^en++++++_1wrdprep_+en+
todos ^d3mp+ind++++!!+_quant_+todo+
los ^lmp+def+++++_defart_+el+
periodos ^nmp+com+++++_plurn_+periodo+
artísticos ^jmp++++++_postadj_+artístico+
, ^punc++,++++++
coexisten ^vm+ip+3p++++_indicat_present_+coexistir+
actualmente ^r++++++_rbmente_+actualmente+
en ^en++++++_1wrdprep_+en+
África ^jfs+++++++áfrico+
importantes ^jcp++++++_preadj_+importante+
innovaciones ^nfp+com+++++_nodetnp_plurn_derivn_+innovación+
junto ^+++++!!+++
con ^en++++++_1wrdprep_+con+
significativos ^jmp++++++_preadj_+significativo+
conservadurismos ^n+++++??+_nodetnp_++
estilísticos ^jmp++++++_postadj_+estilístico+
. ^punc+sent+.++++++
En ^en++++++_1wrdprep_+en+
años ^nmp+com+++++_nodetnp_plurn_+año+
recientes ^jcp++++++_postadj_+reciente+
, ^punc++,++++++
los ^lmp+def+++++_defart_+el+
avances ^nmp+com++++!!+_plurn_+avance+
en ^en++++++_1wrdprep_+en+
los ^lmp+def+++++_defart_+el+
medios ^nmp+com++++!!+_plurn_+medio+
de ^en++++++_1wrdprep_+de+
comunicación ^nfs+com+++++_nodetnp_singn_derivn_+comunicación+
experimentados ^jmp++++++_postadj_+experimentado+
en ^en++++++_1wrdprep_+en+
el ^lms+def+++++_defart_+el+
continente ^nms+com++++!!+_singn_+continente+
africano ^jms+++++!!+_postadj_+africano+
han ^va+ip+3p++++_indicat_present_perfect_+haber+
facilitado ^vm+ps+0s+++++facilitar+
la ^lfs+def+++++_defart_+la+
dispersión ^nfs+com+++++_singn_derivn_+dispersión+
y ^con+coor+++++_gensingcon_+y+
difusión ^nfs+com+++++_nodetnp_singn_derivn_+difusión+
a ^en++++++_1wrdprep_+a+
gran ^jcs++++++_preadj_+gran+
escala ^nfs+com+++++_nodetnp_singn_+escala+
de ^en++++++_1wrdprep_+de+
las ^lfp+def+++++_defart_+la+
diversas ^jfp++++++_preadj_+diverso+
formas ^nfp+com+++++_plurn_+forma+
artísticas ^jfp++++++_postadj_+artístico+
entre ^en++++++_1wrdprep_+entre+
sus ^d3cp+pos+++++_prepos_+su+
distintas ^jfp++++++_preadj_+distinto+
culturas ^nfp+com+++++_plurn_+cultura+
. ^punc+sent+.++++++
Hoy ^r++++++_rbtime_+hoy+
, ^punc++,++++++
por ^r++++++_rbother_+por+
ejemplo ^r"+++++++ejemplo+
, ^punc++,++++++
algunas ^d3fp+ind++++!!+_quant_+algún+
máscaras ^nfp+com+++++_plurn_+máscara+
de ^en++++++_1wrdprep_+de+
estilo ^nms+com+++++_nodetnp_singn_+estilo+
nigeriano ^n+++++??+_nodetnp_++
se ^p3cn+per++psv+++_3pro_sepsvagntlss_+él+
están ^va+ip+3p++++_indicat_present_progres_vexist_+estar+
usando ^vm+pp+00+++++usar+
con ^en++++++_1wrdprep_+con+
asiduidad ^nfs+com+++++_nodetnp_singn_derivn_+asiduidad+
entre ^en++++++_1wrdprep_+entre+
las ^lfp+def+++++_defart_+la+
poblaciones ^nfp+com+++++_plurn_derivn_+población+
de ^en++++++_1wrdprep_+de+
